0.17211,0.21035,0.1327,0.17841
0.17211,0.20924,0.13864,0.17793
0.17207,0.2059,0.14199,0.17514
0.16935,0.19659,0.13574,0.168
0.16941,0.19072,0.12967,0.1681
0.17143,0.18703,0.095388,0.17144
0.17486,0.18511,0.084968,0.17801
0.17969,0.19477,0.11287,0.18396
0.17988,0.19475,0.11081,0.16827
0.17893,0.18887,0.12236,0.1687
0.17439,0.19075,0.13994,0.16399
0.16997,0.19297,0.13152,0.16447
0.16442,0.18669,0.11949,0.14763
0.16429,0.1917,0.11883,0.14691
0.17048,0.20002,0.11924,0.15178
0.17411,0.20024,0.12177,0.15612
0.17697,0.20087,0.13851,0.15826
0.17664,0.19278,0.12957,0.15912
0.17099,0.18568,0.13296,0.14903
0.17223,0.1973,0.11828,0.15008
0.1697,0.20002,0.098544,0.14835
0.17122,0.1989,0.10706,0.14695
0.17105,0.20279,0.11941,0.14917
0.17246,0.20672,0.11965,0.14821
0.17135,0.20393,0.10889,0.14729
0.16577,0.20058,0.11339,0.1434
0.16649,0.19669,0.11716,0.13873
0.17081,0.18818,0.1262,0.14264
0.17155,0.18693,0.11371,0.141
0.17217,0.19311,0.1289,0.1408
0.17206,0.18686,0.12093,0.14
0.17158,0.18297,0.11117,0.14235
0.17193,0.1896,0.1123,0.14278
0.17882,0.19187,0.10616,0.15291
0.17875,0.19065,0.099073,0.15632
0.18507,0.19628,0.093868,0.15767
0.18463,0.19328,0.080673,0.15678
0.18001,0.19235,0.066512,0.15137
0.18204,0.19168,0.074409,0.1525
0.17957,0.18437,0.063648,0.15145
0.18193,0.18505,0.080647,0.15306
0.1794,0.19018,0.07438,0.14924
0.18182,0.18611,0.077701,0.15024
0.17487,0.17835,0.084953,0.13822
0.17575,0.18416,0.088593,0.13714
0.17176,0.18497,0.088826,0.13814
0.16666,0.18623,0.10962,0.13393
0.16686,0.18499,0.10576,0.13474
0.16291,0.1824,0.12176,0.13318
0.16137,0.18569,0.12916,0.13089
0.1557,0.18744,0.12569,0.1269
0.15514,0.17698,0.1023,0.12282
0.15449,0.1828,0.10168,0.1198
0.1544,0.18475,0.097894,0.12057
0.15373,0.17893,0.10082,0.11886
0.15255,0.18073,0.099269,0.11226
0.15017,0.17998,0.090986,0.10994
0.14909,0.17502,0.10335,0.10526
0.1507,0.17098,0.082388,0.10684
0.1503,0.176,0.078788,0.10692
0.15281,0.17325,0.072498,0.10679
0.15446,0.17091,0.082682,0.1099
0.15296,0.16908,0.083792,0.11054
0.15189,0.1767,0.085128,0.11292
0.15293,0.17656,0.094433,0.11416
